Entity;Week;Day;Flights;Day 2019;Flights 2019 (Reference);% vs 2019 (Daily)
Israel;5;2020-01-27;417;2019-01-28;386;8,03%
Israel;5;2020-01-28;380;2019-01-29;379;0,26%
Israel;5;2020-01-29;381;2019-01-30;389;-2,06%
Israel;5;2020-01-30;476;2019-01-31;497;-4,23%
Israel;5;2020-01-31;340;2019-02-01;303;12,21%
Israel;5;2020-02-01;335;2019-02-02;306;9,48%
Israel;5;2020-02-02;501;2019-02-03;463;8,21%
Israel;6;2020-02-03;403;2019-02-04;392;2,81%
Israel;6;2020-02-04;396;2019-02-05;388;2,06%
Israel;6;2020-02-05;368;2019-02-06;361;1,94%
Israel;6;2020-02-06;478;2019-02-07;488;-2,05%
Israel;6;2020-02-07;312;2019-02-08;291;7,22%
Israel;6;2020-02-08;311;2019-02-09;310;0,32%
Israel;6;2020-02-09;490;2019-02-10;498;-1,61%
Israel;7;2020-02-10;410;2019-02-11;382;7,33%
Israel;7;2020-02-11;406;2019-02-12;379;7,12%
Israel;7;2020-02-12;400;2019-02-13;376;6,38%
Israel;7;2020-02-13;488;2019-02-14;506;-3,56%
Israel;7;2020-02-14;330;2019-02-15;311;6,11%
Israel;7;2020-02-15;323;2019-02-16;330;-2,12%
Israel;7;2020-02-16;490;2019-02-17;481;1,87%
Israel;8;2020-02-17;421;2019-02-18;395;6,58%
Israel;8;2020-02-18;398;2019-02-19;394;1,02%
Israel;8;2020-02-19;386;2019-02-20;397;-2,77%
Israel;8;2020-02-20;497;2019-02-21;502;-1,00%
Israel;8;2020-02-21;341;2019-02-22;312;9,29%
Israel;8;2020-02-22;334;2019-02-23;309;8,09%
Israel;8;2020-02-23;501;2019-02-24;495;1,21%
Israel;9;2020-02-24;417;2019-02-25;397;5,04%
Israel;9;2020-02-25;389;2019-02-26;407;-4,42%
Israel;9;2020-02-26;390;2019-02-27;408;-4,41%
Israel;9;2020-02-27;493;2019-02-28;510;-3,33%
Israel;9;2020-02-28;319;2019-03-01;322;-0,93%
Israel;9;2020-02-29;323;2019-03-02;319;1,25%
Israel;9;2020-03-01;479;2019-03-03;515;-6,99%
Israel;10;2020-03-02;395;2019-03-04;425;-7,06%
Israel;10;2020-03-03;377;2019-03-05;411;-8,27%
Israel;10;2020-03-04;370;2019-03-06;408;-9,31%
Israel;10;2020-03-05;448;2019-03-07;532;-15,79%
Israel;10;2020-03-06;290;2019-03-08;328;-11,59%
Israel;10;2020-03-07;288;2019-03-09;345;-16,52%
Israel;10;2020-03-08;411;2019-03-10;523;-21,41%
Israel;11;2020-03-09;307;2019-03-11;426;-27,93%
Israel;11;2020-03-10;274;2019-03-12;424;-35,38%
Israel;11;2020-03-11;272;2019-03-13;418;-34,93%
Israel;11;2020-03-12;248;2019-03-14;513;-51,66%
Israel;11;2020-03-13;139;2019-03-15;328;-57,62%
Israel;11;2020-03-14;147;2019-03-16;329;-55,32%
Israel;11;2020-03-15;191;2019-03-17;559;-65,83%
Israel;12;2020-03-16;151;2019-03-18;426;-64,55%
Israel;12;2020-03-17;123;2019-03-19;416;-70,43%
Israel;12;2020-03-18;119;2019-03-20;425;-72,00%
Israel;12;2020-03-19;109;2019-03-21;514;-78,79%
Israel;12;2020-03-20;79;2019-03-22;338;-76,63%
Israel;12;2020-03-21;54;2019-03-23;340;-84,12%
Israel;12;2020-03-22;70;2019-03-24;535;-86,92%
Israel;13;2020-03-23;68;2019-03-25;428;-84,11%
Israel;13;2020-03-24;62;2019-03-26;440;-85,91%
Israel;13;2020-03-25;67;2019-03-27;446;-84,98%
Israel;13;2020-03-26;66;2019-03-28;539;-87,76%
Israel;13;2020-03-27;43;2019-03-29;331;-87,01%
Israel;13;2020-03-28;47;2019-03-30;328;-85,67%
Israel;13;2020-03-29;36;2019-03-31;534;-93,26%
Israel;14;2020-03-30;34;2019-04-01;468;-92,74%
Israel;14;2020-03-31;39;2019-04-02;437;-91,08%
Israel;14;2020-04-01;47;2019-04-03;446;-89,46%
Israel;14;2020-04-02;50;2019-04-04;522;-90,42%
Israel;14;2020-04-03;28;2019-04-05;340;-91,76%
Israel;14;2020-04-04;41;2019-04-06;305;-86,56%
Israel;14;2020-04-05;35;2019-04-07;517;-93,23%
Israel;15;2020-04-06;58;2019-04-08;468;-87,61%
Israel;15;2020-04-07;57;2019-04-09;446;-87,22%
Israel;15;2020-04-08;40;2019-04-10;461;-91,32%
Israel;15;2020-04-09;30;2019-04-11;548;-94,53%
Israel;15;2020-04-10;34;2019-04-12;372;-90,86%
Israel;15;2020-04-11;53;2019-04-13;344;-84,59%
Israel;15;2020-04-12;45;2019-04-14;567;-92,06%
Israel;16;2020-04-13;42;2019-04-15;496;-91,53%
Israel;16;2020-04-14;43;2019-04-16;517;-91,68%
Israel;16;2020-04-15;43;2019-04-17;557;-92,28%
Israel;16;2020-04-16;47;2019-04-18;723;-93,50%
Israel;16;2020-04-17;32;2019-04-19;455;-92,97%
Israel;16;2020-04-18;59;2019-04-20;419;-85,92%
Israel;16;2020-04-19;39;2019-04-21;654;-94,04%
Israel;17;2020-04-20;45;2019-04-22;532;-91,54%
Israel;17;2020-04-21;55;2019-04-23;503;-89,07%
Israel;17;2020-04-22;65;2019-04-24;535;-87,85%
Israel;17;2020-04-23;58;2019-04-25;574;-89,90%
Israel;17;2020-04-24;33;2019-04-26;376;-91,22%
Israel;17;2020-04-25;36;2019-04-27;550;-93,45%
Israel;17;2020-04-26;44;2019-04-28;743;-94,08%
Israel;18;2020-04-27;45;2019-04-29;546;-91,76%
Israel;18;2020-04-28;51;2019-04-30;503;-89,86%
Israel;18;2020-04-29;56;2019-05-01;496;-88,71%
Israel;18;2020-04-30;61;2019-05-02;596;-89,77%
Israel;18;2020-05-01;43;2019-05-03;364;-88,19%
Israel;18;2020-05-02;37;2019-05-04;344;-89,24%
Israel;18;2020-05-03;56;2019-05-05;571;-90,19%
Israel;19;2020-05-04;53;2019-05-06;500;-89,40%
Israel;19;2020-05-05;66;2019-05-07;466;-85,84%
Israel;19;2020-05-06;68;2019-05-08;479;-85,80%
Israel;19;2020-05-07;70;2019-05-09;479;-85,39%
Israel;19;2020-05-08;56;2019-05-10;350;-84,00%
Israel;19;2020-05-09;54;2019-05-11;357;-84,87%
Israel;19;2020-05-10;59;2019-05-12;568;-89,61%
Israel;20;2020-05-11;72;2019-05-13;510;-85,88%
Israel;20;2020-05-12;77;2019-05-14;468;-83,55%
Israel;20;2020-05-13;90;2019-05-15;482;-81,33%
Israel;20;2020-05-14;90;2019-05-16;559;-83,90%
Israel;20;2020-05-15;63;2019-05-17;364;-82,69%
Israel;20;2020-05-16;66;2019-05-18;335;-80,30%
Israel;20;2020-05-17;77;2019-05-19;556;-86,15%
Israel;21;2020-05-18;69;2019-05-20;507;-86,39%
Israel;21;2020-05-19;92;2019-05-21;454;-79,74%
Israel;21;2020-05-20;77;2019-05-22;479;-83,92%
Israel;21;2020-05-21;74;2019-05-23;566;-86,93%
Israel;21;2020-05-22;55;2019-05-24;378;-85,45%
Israel;21;2020-05-23;52;2019-05-25;333;-84,38%
Israel;21;2020-05-24;73;2019-05-26;591;-87,65%
Israel;22;2020-05-25;85;2019-05-27;505;-83,17%
Israel;22;2020-05-26;91;2019-05-28;474;-80,80%
Israel;22;2020-05-27;81;2019-05-29;477;-83,02%
Israel;22;2020-05-28;77;2019-05-30;584;-86,82%
Israel;22;2020-05-29;50;2019-05-31;381;-86,88%
Israel;22;2020-05-30;56;2019-06-01;367;-84,74%
Israel;22;2020-05-31;85;2019-06-02;603;-85,90%
Israel;23;2020-06-01;67;2019-06-03;552;-87,86%
Israel;23;2020-06-02;71;2019-06-04;511;-86,11%
Israel;23;2020-06-03;68;2019-06-05;539;-87,38%
Israel;23;2020-06-04;86;2019-06-06;640;-86,56%
Israel;23;2020-06-05;52;2019-06-07;450;-88,44%
Israel;23;2020-06-06;72;2019-06-08;300;-76,00%
Israel;23;2020-06-07;69;2019-06-09;516;-86,63%
Israel;24;2020-06-08;62;2019-06-10;644;-90,37%
Israel;24;2020-06-09;77;2019-06-11;543;-85,82%
Israel;24;2020-06-10;82;2019-06-12;530;-84,53%
Israel;24;2020-06-11;79;2019-06-13;632;-87,50%
Israel;24;2020-06-12;71;2019-06-14;417;-82,97%
Israel;24;2020-06-13;71;2019-06-15;352;-79,83%
Israel;24;2020-06-14;79;2019-06-16;631;-87,48%
Israel;25;2020-06-15;69;2019-06-17;551;-87,48%
Israel;25;2020-06-16;65;2019-06-18;515;-87,38%
Israel;25;2020-06-17;71;2019-06-19;540;-86,85%
Israel;25;2020-06-18;88;2019-06-20;642;-86,29%
Israel;25;2020-06-19;63;2019-06-21;453;-86,09%
Israel;25;2020-06-20;60;2019-06-22;378;-84,13%
Israel;25;2020-06-21;80;2019-06-23;663;-87,93%
Israel;26;2020-06-22;71;2019-06-24;572;-87,59%
Israel;26;2020-06-23;60;2019-06-25;533;-88,74%
Israel;26;2020-06-24;60;2019-06-26;567;-89,42%
Israel;26;2020-06-25;79;2019-06-27;660;-88,03%
Israel;26;2020-06-26;59;2019-06-28;446;-86,77%
Israel;26;2020-06-27;54;2019-06-29;392;-86,22%
Israel;26;2020-06-28;71;2019-06-30;662;-89,27%
Israel;27;2020-06-29;88;2019-07-01;595;-85,21%
Israel;27;2020-06-30;70;2019-07-02;569;-87,70%
Israel;27;2020-07-01;86;2019-07-03;558;-84,59%
Israel;27;2020-07-02;90;2019-07-04;650;-86,15%
Israel;27;2020-07-03;65;2019-07-05;451;-85,59%
Israel;27;2020-07-04;67;2019-07-06;394;-82,99%
Israel;27;2020-07-05;118;2019-07-07;655;-81,98%
Israel;28;2020-07-06;80;2019-07-08;591;-86,46%
Israel;28;2020-07-07;76;2019-07-09;548;-86,13%
Israel;28;2020-07-08;83;2019-07-10;565;-85,31%
Israel;28;2020-07-09;78;2019-07-11;651;-88,02%
Israel;28;2020-07-10;64;2019-07-12;456;-85,96%
Israel;28;2020-07-11;59;2019-07-13;394;-85,03%
Israel;28;2020-07-12;94;2019-07-14;668;-85,93%
Israel;29;2020-07-13;71;2019-07-15;583;-87,82%
Israel;29;2020-07-14;87;2019-07-16;565;-84,60%
Israel;29;2020-07-15;92;2019-07-17;569;-83,83%
Israel;29;2020-07-16;103;2019-07-18;663;-84,46%
Israel;29;2020-07-17;74;2019-07-19;468;-84,19%
Israel;29;2020-07-18;73;2019-07-20;406;-82,02%
Israel;29;2020-07-19;116;2019-07-21;663;-82,50%
Israel;30;2020-07-20;92;2019-07-22;618;-85,11%
Israel;30;2020-07-21;85;2019-07-23;591;-85,62%
Israel;30;2020-07-22;93;2019-07-24;604;-84,60%
Israel;30;2020-07-23;112;2019-07-25;682;-83,58%
Israel;30;2020-07-24;78;2019-07-26;476;-83,61%
Israel;30;2020-07-25;81;2019-07-27;403;-79,90%
Israel;30;2020-07-26;106;2019-07-28;673;-84,25%
Israel;31;2020-07-27;84;2019-07-29;622;-86,50%
Israel;31;2020-07-28;90;2019-07-30;617;-85,41%
Israel;31;2020-07-29;89;2019-07-31;601;-85,19%
Israel;31;2020-07-30;97;2019-08-01;688;-85,90%
Israel;31;2020-07-31;65;2019-08-02;446;-85,43%
Israel;31;2020-08-01;74;2019-08-03;420;-82,38%
Israel;31;2020-08-02;100;2019-08-04;660;-84,85%
Israel;32;2020-08-03;91;2019-08-05;613;-85,15%
Israel;32;2020-08-04;69;2019-08-06;578;-88,06%
Israel;32;2020-08-05;97;2019-08-07;596;-83,72%
Israel;32;2020-08-06;123;2019-08-08;687;-82,10%
Israel;32;2020-08-07;59;2019-08-09;505;-88,32%
Israel;32;2020-08-08;73;2019-08-10;436;-83,26%
Israel;32;2020-08-09;97;2019-08-11;668;-85,48%
Israel;33;2020-08-10;87;2019-08-12;636;-86,32%
Israel;33;2020-08-11;96;2019-08-13;611;-84,29%
Israel;33;2020-08-12;84;2019-08-14;624;-86,54%
Israel;33;2020-08-13;107;2019-08-15;702;-84,76%
Israel;33;2020-08-14;56;2019-08-16;507;-88,95%
Israel;33;2020-08-15;75;2019-08-17;467;-83,94%
Israel;33;2020-08-16;107;2019-08-18;697;-84,65%
Israel;34;2020-08-17;102;2019-08-19;660;-84,55%
Israel;34;2020-08-18;94;2019-08-20;620;-84,84%
Israel;34;2020-08-19;93;2019-08-21;634;-85,33%
Israel;34;2020-08-20;115;2019-08-22;700;-83,57%
Israel;34;2020-08-21;71;2019-08-23;502;-85,86%
Israel;34;2020-08-22;69;2019-08-24;453;-84,77%
Israel;34;2020-08-23;124;2019-08-25;694;-82,13%
Israel;35;2020-08-24;91;2019-08-26;650;-86,00%
Israel;35;2020-08-25;101;2019-08-27;636;-84,12%
Israel;35;2020-08-26;86;2019-08-28;624;-86,22%
Israel;35;2020-08-27;152;2019-08-29;697;-78,19%
Israel;35;2020-08-28;79;2019-08-30;513;-84,60%
Israel;35;2020-08-29;73;2019-08-31;483;-84,89%
Israel;35;2020-08-30;108;2019-09-01;655;-83,51%
Israel;36;2020-08-31;119;2019-09-02;603;-80,27%
Israel;36;2020-09-01;99;2019-09-03;532;-81,39%
Israel;36;2020-09-02;118;2019-09-04;542;-78,23%
Israel;36;2020-09-03;158;2019-09-05;651;-75,73%
Israel;36;2020-09-04;96;2019-09-06;419;-77,09%
Israel;36;2020-09-05;87;2019-09-07;381;-77,17%
Israel;36;2020-09-06;153;2019-09-08;654;-76,61%
Israel;37;2020-09-07;125;2019-09-09;574;-78,22%
Israel;37;2020-09-08;110;2019-09-10;519;-78,81%
Israel;37;2020-09-09;114;2019-09-11;528;-78,41%
Israel;37;2020-09-10;148;2019-09-12;664;-77,71%
Israel;37;2020-09-11;84;2019-09-13;435;-80,69%
Israel;37;2020-09-12;74;2019-09-14;387;-80,88%
Israel;37;2020-09-13;143;2019-09-15;650;-78,00%
Israel;38;2020-09-14;128;2019-09-16;583;-78,04%
Israel;38;2020-09-15;140;2019-09-17;517;-72,92%
Israel;38;2020-09-16;146;2019-09-18;545;-73,21%
Israel;38;2020-09-17;193;2019-09-19;651;-70,35%
Israel;38;2020-09-18;117;2019-09-20;428;-72,66%
Israel;38;2020-09-19;64;2019-09-21;388;-83,51%
Israel;38;2020-09-20;119;2019-09-22;641;-81,44%
Israel;39;2020-09-21;128;2019-09-23;572;-77,62%
Israel;39;2020-09-22;113;2019-09-24;517;-78,14%
Israel;39;2020-09-23;120;2019-09-25;640;-81,25%
Israel;39;2020-09-24;164;2019-09-26;729;-77,50%
Israel;39;2020-09-25;132;2019-09-27;553;-76,13%
Israel;39;2020-09-26;98;2019-09-28;425;-76,94%
Israel;39;2020-09-27;58;2019-09-29;483;-87,99%
Israel;40;2020-09-28;19;2019-09-30;384;-95,05%
Israel;40;2020-09-29;137;2019-10-01;577;-76,26%
Israel;40;2020-09-30;126;2019-10-02;706;-82,15%
Israel;40;2020-10-01;172;2019-10-03;682;-74,78%
Israel;40;2020-10-02;107;2019-10-04;431;-75,17%
Israel;40;2020-10-03;90;2019-10-05;411;-78,10%
Israel;40;2020-10-04;144;2019-10-06;604;-76,16%
Israel;41;2020-10-05;103;2019-10-07;611;-83,14%
Israel;41;2020-10-06;91;2019-10-08;251;-63,75%
Israel;41;2020-10-07;111;2019-10-09;116;-4,31%
Israel;41;2020-10-08;142;2019-10-10;681;-79,15%
Israel;41;2020-10-09;110;2019-10-11;509;-78,39%
Israel;41;2020-10-10;115;2019-10-12;430;-73,26%
Israel;41;2020-10-11;165;2019-10-13;586;-71,84%
Israel;42;2020-10-12;128;2019-10-14;476;-73,11%
Israel;42;2020-10-13;122;2019-10-15;548;-77,74%
Israel;42;2020-10-14;124;2019-10-16;561;-77,90%
Israel;42;2020-10-15;121;2019-10-17;656;-81,55%
Israel;42;2020-10-16;124;2019-10-18;488;-74,59%
Israel;42;2020-10-17;88;2019-10-19;442;-80,09%
Israel;42;2020-10-18;137;2019-10-20;580;-76,38%
Israel;43;2020-10-19;122;2019-10-21;548;-77,74%
Israel;43;2020-10-20;126;2019-10-22;606;-79,21%
Israel;43;2020-10-21;129;2019-10-23;568;-77,29%
Israel;43;2020-10-22;157;2019-10-24;603;-73,96%
Israel;43;2020-10-23;98;2019-10-25;387;-74,68%
Israel;43;2020-10-24;89;2019-10-26;375;-76,27%
Israel;43;2020-10-25;162;2019-10-27;593;-72,68%
Israel;44;2020-10-26;128;2019-10-28;487;-73,72%
Israel;44;2020-10-27;130;2019-10-29;489;-73,42%
Israel;44;2020-10-28;138;2019-10-30;462;-70,13%
Israel;44;2020-10-29;185;2019-10-31;555;-66,67%
Israel;44;2020-10-30;102;2019-11-01;359;-71,59%
Israel;44;2020-10-31;97;2019-11-02;357;-72,83%
Israel;44;2020-11-01;173;2019-11-03;562;-69,22%
Israel;45;2020-11-02;130;2019-11-04;462;-71,86%
Israel;45;2020-11-03;139;2019-11-05;452;-69,25%
Israel;45;2020-11-04;125;2019-11-06;436;-71,33%
Israel;45;2020-11-05;165;2019-11-07;530;-68,87%
Israel;45;2020-11-06;88;2019-11-08;354;-75,14%
Israel;45;2020-11-07;118;2019-11-09;335;-64,78%
Israel;45;2020-11-08;162;2019-11-10;534;-69,66%
Israel;46;2020-11-09;103;2019-11-11;463;-77,75%
Israel;46;2020-11-10;132;2019-11-12;432;-69,44%
Israel;46;2020-11-11;111;2019-11-13;432;-74,31%
Israel;46;2020-11-12;143;2019-11-14;521;-72,55%
Israel;46;2020-11-13;71;2019-11-15;368;-80,71%
Israel;46;2020-11-14;79;2019-11-16;341;-76,83%
Israel;46;2020-11-15;137;2019-11-17;537;-74,49%
Israel;47;2020-11-16;143;2019-11-18;463;-69,11%
Israel;47;2020-11-17;127;2019-11-19;443;-71,33%
Israel;47;2020-11-18;135;2019-11-20;434;-68,89%
Israel;47;2020-11-19;144;2019-11-21;532;-72,93%
Israel;47;2020-11-20;69;2019-11-22;349;-80,23%
Israel;47;2020-11-21;83;2019-11-23;317;-73,82%
Israel;47;2020-11-22;134;2019-11-24;553;-75,77%
Israel;48;2020-11-23;132;2019-11-25;465;-71,61%
Israel;48;2020-11-24;140;2019-11-26;425;-67,06%
Israel;48;2020-11-25;125;2019-11-27;419;-70,17%
Israel;48;2020-11-26;128;2019-11-28;533;-75,98%
Israel;48;2020-11-27;69;2019-11-29;335;-79,40%
Israel;48;2020-11-28;86;2019-11-30;336;-74,40%
Israel;48;2020-11-29;138;2019-12-01;516;-73,26%
Israel;49;2020-11-30;145;2019-12-02;451;-67,85%
Israel;49;2020-12-01;142;2019-12-03;414;-65,70%
Israel;49;2020-12-02;162;2019-12-04;399;-59,40%
Israel;49;2020-12-03;197;2019-12-05;510;-61,37%
Israel;49;2020-12-04;93;2019-12-06;326;-71,47%
Israel;49;2020-12-05;96;2019-12-07;314;-69,43%
Israel;49;2020-12-06;163;2019-12-08;514;-68,29%
Israel;50;2020-12-07;140;2019-12-09;427;-67,21%
Israel;50;2020-12-08;159;2019-12-10;395;-59,75%
Israel;50;2020-12-09;178;2019-12-11;400;-55,50%
Israel;50;2020-12-10;188;2019-12-12;505;-62,77%
Israel;50;2020-12-11;99;2019-12-13;342;-71,05%
Israel;50;2020-12-12;106;2019-12-14;311;-65,92%
Israel;50;2020-12-13;164;2019-12-15;502;-67,33%
Israel;51;2020-12-14;153;2019-12-16;439;-65,15%
Israel;51;2020-12-15;158;2019-12-17;399;-60,40%
Israel;51;2020-12-16;139;2019-12-18;426;-67,37%
Israel;51;2020-12-17;172;2019-12-19;520;-66,92%
Israel;51;2020-12-18;101;2019-12-20;367;-72,48%
Israel;51;2020-12-19;131;2019-12-21;343;-61,81%
Israel;51;2020-12-20;166;2019-12-22;545;-69,54%
Israel;52;2020-12-21;176;2019-12-23;484;-63,64%
Israel;52;2020-12-22;169;2019-12-24;428;-60,51%
Israel;52;2020-12-23;176;2019-12-25;383;-54,05%
Israel;52;2020-12-24;136;2019-12-26;540;-74,81%
Israel;52;2020-12-25;75;2019-12-27;387;-80,62%
Israel;52;2020-12-26;81;2019-12-28;353;-77,05%
Israel;52;2020-12-27;114;2019-12-29;567;-79,89%
Israel;53;2020-12-28;104;2019-12-30;496;-79,03%
Israel;53;2020-12-29;99;2019-12-31;407;-75,68%
Israel;53;2020-12-30;115;2020-01-01;421;-72,68%
Israel;53;2020-12-31;93;2020-01-02;540;-82,78%
Italy;1;2020-01-01;2564;2019-01-02;3154;-18,71%
Italy;1;2020-01-02;3197;2019-01-03;3004;6,42%
Italy;1;2020-01-03;3265;2019-01-04;3127;4,41%
Italy;1;2020-01-04;2976;2019-01-05;2845;4,60%
Italy;1;2020-01-05;3235;2019-01-06;3162;2,31%
Italy;2;2020-01-06;3209;2019-01-07;3089;3,88%
Italy;2;2020-01-07;2847;2019-01-08;2686;5,99%
Italy;2;2020-01-08;2733;2019-01-09;2838;-3,70%
Italy;2;2020-01-09;2870;2019-01-10;2860;0,35%
Italy;2;2020-01-10;3137;2019-01-11;2581;21,54%
Italy;2;2020-01-11;2538;2019-01-12;2528;0,40%
Italy;2;2020-01-12;2896;2019-01-13;2873;0,80%
Italy;3;2020-01-13;2937;2019-01-14;2931;0,20%
Italy;3;2020-01-14;2081;2019-01-15;2573;-19,12%
Italy;3;2020-01-15;2558;2019-01-16;2725;-6,13%
Italy;3;2020-01-16;2776;2019-01-17;2768;0,29%
Italy;3;2020-01-17;3060;2019-01-18;3089;-0,94%
Italy;3;2020-01-18;2461;2019-01-19;2464;-0,12%
Italy;3;2020-01-19;2885;2019-01-20;2856;1,02%
Italy;4;2020-01-20;2951;2019-01-21;2924;0,92%
Italy;4;2020-01-21;2510;2019-01-22;2603;-3,57%
Italy;4;2020-01-22;2568;2019-01-23;2702;-4,96%
Italy;4;2020-01-23;2764;2019-01-24;2775;-0,40%
Italy;4;2020-01-24;3090;2019-01-25;3070;0,65%
Italy;4;2020-01-25;2459;2019-01-26;2424;1,44%
Italy;4;2020-01-26;2868;2019-01-27;2864;0,14%
Italy;5;2020-01-27;2955;2019-01-28;2916;1,34%
Italy;5;2020-01-28;2488;2019-01-29;2634;-5,54%
Italy;5;2020-01-29;2544;2019-01-30;2671;-4,75%
Italy;5;2020-01-30;2776;2019-01-31;2818;-1,49%
Italy;5;2020-01-31;3118;2019-02-01;3043;2,46%
Italy;5;2020-02-01;2494;2019-02-02;2522;-1,11%
Italy;5;2020-02-02;2872;2019-02-03;2827;1,59%
Italy;6;2020-02-03;2973;2019-02-04;2924;1,68%
Italy;6;2020-02-04;2517;2019-02-05;2715;-7,29%
Italy;6;2020-02-05;2575;2019-02-06;2762;-6,77%
Italy;6;2020-02-06;2826;2019-02-07;2911;-2,92%
Italy;6;2020-02-07;3104;2019-02-08;3187;-2,60%
Italy;6;2020-02-08;2580;2019-02-09;2630;-1,90%
Italy;6;2020-02-09;2715;2019-02-10;2927;-7,24%
Italy;7;2020-02-10;2921;2019-02-11;3023;-3,37%
Italy;7;2020-02-11;2665;2019-02-12;2761;-3,48%
Italy;7;2020-02-12;2695;2019-02-13;2801;-3,78%
Italy;7;2020-02-13;2950;2019-02-14;2984;-1,14%
Italy;7;2020-02-14;3264;2019-02-15;3210;1,68%
Italy;7;2020-02-15;2775;2019-02-16;2745;1,09%
Italy;7;2020-02-16;2952;2019-02-17;2978;-0,87%
Italy;8;2020-02-17;3141;2019-02-18;3108;1,06%
Italy;8;2020-02-18;2795;2019-02-19;2809;-0,50%
Italy;8;2020-02-19;2840;2019-02-20;2882;-1,46%
Italy;8;2020-02-20;3041;2019-02-21;2998;1,43%
Italy;8;2020-02-21;3351;2019-02-22;3251;3,08%
Italy;8;2020-02-22;2843;2019-02-23;2798;1,61%
Italy;8;2020-02-23;3088;2019-02-24;3016;2,39%
Italy;9;2020-02-24;3128;2019-02-25;3164;-1,14%
Italy;9;2020-02-25;2455;2019-02-26;2840;-13,56%
Italy;9;2020-02-26;2712;2019-02-27;2895;-6,32%
Italy;9;2020-02-27;2838;2019-02-28;3067;-7,47%
Italy;9;2020-02-28;3096;2019-03-01;3272;-5,38%
Italy;9;2020-02-29;2602;2019-03-02;2833;-8,15%
Italy;9;2020-03-01;2768;2019-03-03;3053;-9,34%
Italy;10;2020-03-02;2810;2019-03-04;3129;-10,19%
Italy;10;2020-03-03;2371;2019-03-05;2862;-17,16%
Italy;10;2020-03-04;2373;2019-03-06;2973;-20,18%
Italy;10;2020-03-05;2426;2019-03-07;3040;-20,20%
Italy;10;2020-03-06;2666;2019-03-08;3220;-17,20%
Italy;10;2020-03-07;2227;2019-03-09;2785;-20,04%
Italy;10;2020-03-08;2336;2019-03-10;3011;-22,42%
Italy;11;2020-03-09;2039;2019-03-11;3137;-35,00%
Italy;11;2020-03-10;1459;2019-03-12;2882;-49,38%
Italy;11;2020-03-11;1019;2019-03-13;2923;-65,14%
Italy;11;2020-03-12;923;2019-03-14;3055;-69,79%
Italy;11;2020-03-13;910;2019-03-15;3354;-72,87%
Italy;11;2020-03-14;354;2019-03-16;2790;-87,31%
Italy;11;2020-03-15;333;2019-03-17;3060;-89,12%
Italy;12;2020-03-16;389;2019-03-18;3136;-87,60%
Italy;12;2020-03-17;408;2019-03-19;2882;-85,84%
Italy;12;2020-03-18;387;2019-03-20;3013;-87,16%
Italy;12;2020-03-19;400;2019-03-21;3081;-87,02%
Italy;12;2020-03-20;369;2019-03-22;3292;-88,79%
Italy;12;2020-03-21;258;2019-03-23;2748;-90,61%
Italy;12;2020-03-22;240;2019-03-24;3080;-92,21%
Italy;13;2020-03-23;314;2019-03-25;2941;-89,32%
Italy;13;2020-03-24;335;2019-03-26;2912;-88,50%
Italy;13;2020-03-25;326;2019-03-27;2992;-89,10%
Italy;13;2020-03-26;306;2019-03-28;3075;-90,05%
Italy;13;2020-03-27;286;2019-03-29;3361;-91,49%
Italy;13;2020-03-28;230;2019-03-30;2739;-91,60%
Italy;13;2020-03-29;221;2019-03-31;3283;-93,27%
Italy;14;2020-03-30;273;2019-04-01;3585;-92,38%
Italy;14;2020-03-31;259;2019-04-02;3455;-92,50%
Italy;14;2020-04-01;299;2019-04-03;3530;-91,53%
Italy;14;2020-04-02;296;2019-04-04;3543;-91,65%
Italy;14;2020-04-03;278;2019-04-05;3761;-92,61%
Italy;14;2020-04-04;212;2019-04-06;3359;-93,69%
Italy;14;2020-04-05;198;2019-04-07;3502;-94,35%
Italy;15;2020-04-06;256;2019-04-08;3672;-93,03%
Italy;15;2020-04-07;284;2019-04-09;3495;-91,87%
Italy;15;2020-04-08;298;2019-04-10;3584;-91,69%
Italy;15;2020-04-09;283;2019-04-11;3642;-92,23%
Italy;15;2020-04-10;251;2019-04-12;3877;-93,53%
Italy;15;2020-04-11;201;2019-04-13;3500;-94,26%
Italy;15;2020-04-12;99;2019-04-14;3613;-97,26%
Italy;16;2020-04-13;145;2019-04-15;3704;-96,09%
Italy;16;2020-04-14;240;2019-04-16;3594;-93,32%
Italy;16;2020-04-15;296;2019-04-17;3768;-92,14%
Italy;16;2020-04-16;279;2019-04-18;3874;-92,80%
Italy;16;2020-04-17;297;2019-04-19;4021;-92,61%
Italy;16;2020-04-18;165;2019-04-20;3502;-95,29%
Italy;16;2020-04-19;177;2019-04-21;3330;-94,68%
Italy;17;2020-04-20;280;2019-04-22;3606;-92,24%
Italy;17;2020-04-21;278;2019-04-23;3604;-92,29%
Italy;17;2020-04-22;283;2019-04-24;3635;-92,21%
Italy;17;2020-04-23;292;2019-04-25;3490;-91,63%
Italy;17;2020-04-24;299;2019-04-26;3877;-92,29%
Italy;17;2020-04-25;190;2019-04-27;3526;-94,61%
Italy;17;2020-04-26;198;2019-04-28;3716;-94,67%
Italy;18;2020-04-27;277;2019-04-29;3706;-92,53%
Italy;18;2020-04-28;291;2019-04-30;3551;-91,81%
Italy;18;2020-04-29;339;2019-05-01;3684;-90,80%
