Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Armenia,4,26/1/21,21,29/1/19,62,-66.13%,28/1/20,65
Armenia,4,27/1/21,15,30/1/19,49,-69.39%,29/1/20,56
Armenia,4,28/1/21,30,31/1/19,49,-38.78%,30/1/20,57
Armenia,4,29/1/21,26,1/2/19,55,-52.73%,31/1/20,60
Armenia,4,30/1/21,19,2/2/19,59,-67.80%,1/2/20,67
Armenia,4,31/1/21,29,3/2/19,59,-50.85%,2/2/20,68
Armenia,5,1/2/21,27,4/2/19,48,-43.75%,3/2/20,61
Armenia,5,2/2/21,24,5/2/19,58,-58.62%,4/2/20,68
Armenia,5,3/2/21,16,6/2/19,48,-66.67%,5/2/20,54
Armenia,5,4/2/21,28,7/2/19,53,-47.17%,6/2/20,62
Armenia,5,5/2/21,32,8/2/19,57,-43.86%,7/2/20,59
Armenia,5,6/2/21,19,9/2/19,57,-66.67%,8/2/20,66
Armenia,5,7/2/21,35,10/2/19,59,-40.68%,9/2/20,66
Armenia,6,8/2/21,30,11/2/19,48,-37.50%,10/2/20,59
Armenia,6,9/2/21,24,12/2/19,64,-62.50%,11/2/20,67
Armenia,6,10/2/21,28,13/2/19,48,-41.67%,12/2/20,57
Armenia,6,11/2/21,29,14/2/19,53,-45.28%,13/2/20,57
Armenia,6,12/2/21,32,15/2/19,53,-39.62%,14/2/20,64
Armenia,6,13/2/21,40,16/2/19,61,-34.43%,15/2/20,68
Armenia,6,14/2/21,41,17/2/19,58,-29.31%,16/2/20,66
Armenia,7,15/2/21,28,18/2/19,50,-44.00%,17/2/20,59
Armenia,7,16/2/21,33,19/2/19,60,-45.00%,18/2/20,67
Armenia,7,17/2/21,26,20/2/19,52,-50.00%,19/2/20,52
Armenia,7,18/2/21,30,21/2/19,48,-37.50%,20/2/20,60
Armenia,7,19/2/21,36,22/2/19,56,-35.71%,21/2/20,57
Armenia,7,20/2/21,37,23/2/19,57,-35.09%,22/2/20,73
Armenia,7,21/2/21,45,24/2/19,58,-22.41%,23/2/20,65
Armenia,8,22/2/21,30,25/2/19,49,-38.78%,24/2/20,65
Armenia,8,23/2/21,32,26/2/19,58,-44.83%,25/2/20,66
Armenia,8,24/2/21,28,27/2/19,52,-46.15%,26/2/20,59
Armenia,8,25/2/21,41,28/2/19,48,-14.58%,27/2/20,51
Armenia,8,26/2/21,46,1/3/19,55,-16.36%,28/2/20,62
Armenia,8,27/2/21,59,2/3/19,57,3.51%,29/2/20,69
Armenia,8,28/2/21,49,3/3/19,60,-18.33%,1/3/20,68
Armenia,9,1/3/21,51,4/3/19,51,0.00%,2/3/20,61
Armenia,9,2/3/21,27,5/3/19,60,-55.00%,3/3/20,68
Armenia,9,3/3/21,26,6/3/19,52,-50.00%,4/3/20,59
Armenia,9,4/3/21,38,7/3/19,50,-24.00%,5/3/20,58
Armenia,9,5/3/21,36,8/3/19,57,-36.84%,6/3/20,61
Armenia,9,6/3/21,32,9/3/19,57,-43.86%,7/3/20,78
Armenia,9,7/3/21,39,10/3/19,57,-31.58%,8/3/20,61
Armenia,10,8/3/21,31,11/3/19,49,-36.73%,9/3/20,68
Armenia,10,9/3/21,29,12/3/19,59,-50.85%,10/3/20,69
Armenia,10,10/3/21,31,13/3/19,53,-41.51%,11/3/20,62
Armenia,10,11/3/21,40,14/3/19,49,-18.37%,12/3/20,52
Armenia,10,12/3/21,37,15/3/19,59,-37.29%,13/3/20,62
Armenia,10,13/3/21,40,16/3/19,63,-36.51%,14/3/20,67
Armenia,10,14/3/21,35,17/3/19,58,-39.66%,15/3/20,64
Armenia,11,15/3/21,34,18/3/19,56,-39.29%,16/3/20,61
Armenia,11,16/3/21,35,19/3/19,58,-39.66%,17/3/20,53
Armenia,11,17/3/21,32,20/3/19,49,-34.69%,18/3/20,45
Armenia,11,18/3/21,43,21/3/19,53,-18.87%,19/3/20,33
Armenia,11,19/3/21,44,22/3/19,60,-26.67%,20/3/20,37
Armenia,11,20/3/21,52,23/3/19,60,-13.33%,21/3/20,20
Armenia,11,21/3/21,46,24/3/19,61,-24.59%,22/3/20,23
Armenia,12,22/3/21,38,25/3/19,57,-33.33%,23/3/20,17
Armenia,12,23/3/21,29,26/3/19,61,-52.46%,24/3/20,19
Armenia,12,24/3/21,34,27/3/19,51,-33.33%,25/3/20,13
Armenia,12,25/3/21,48,28/3/19,55,-12.73%,26/3/20,11
Armenia,12,26/3/21,52,29/3/19,61,-14.75%,27/3/20,14
Armenia,12,27/3/21,54,30/3/19,61,-11.48%,28/3/20,17
Armenia,12,28/3/21,43,31/3/19,55,-21.82%,29/3/20,9
Armenia,13,29/3/21,52,1/4/19,53,-1.89%,30/3/20,13
Armenia,13,30/3/21,41,2/4/19,55,-25.45%,31/3/20,2
Armenia,13,31/3/21,44,3/4/19,53,-16.98%,1/4/20,6
Armenia,13,1/4/21,52,4/4/19,50,4.00%,2/4/20,4
Armenia,13,2/4/21,35,5/4/19,53,-33.96%,3/4/20,7
Armenia,13,3/4/21,46,6/4/19,55,-16.36%,4/4/20,3
Armenia,13,4/4/21,39,7/4/19,54,-27.78%,5/4/20,6
Armenia,14,5/4/21,40,8/4/19,49,-18.37%,6/4/20,5
Armenia,14,6/4/21,43,9/4/19,62,-30.65%,7/4/20,10
Armenia,14,7/4/21,33,10/4/19,50,-34.00%,8/4/20,7
Armenia,14,8/4/21,49,11/4/19,55,-10.91%,9/4/20,4
Armenia,14,9/4/21,37,12/4/19,54,-31.48%,10/4/20,4
Armenia,14,10/4/21,49,13/4/19,59,-16.95%,11/4/20,1
Armenia,14,11/4/21,46,14/4/19,54,-14.81%,12/4/20,6
Armenia,15,12/4/21,44,15/4/19,46,-4.35%,13/4/20,8
Armenia,15,13/4/21,36,16/4/19,54,-33.33%,14/4/20,3
Armenia,15,14/4/21,32,17/4/19,52,-38.46%,15/4/20,9
Armenia,15,15/4/21,49,18/4/19,54,-9.26%,16/4/20,6
Armenia,15,16/4/21,36,19/4/19,57,-36.84%,17/4/20,11
Armenia,15,17/4/21,51,20/4/19,55,-7.27%,18/4/20,2
Armenia,15,18/4/21,45,21/4/19,54,-16.67%,19/4/20,7
Armenia,16,19/4/21,47,22/4/19,55,-14.55%,20/4/20,9
Armenia,16,20/4/21,35,23/4/19,62,-43.55%,21/4/20,7
Armenia,16,21/4/21,30,24/4/19,56,-46.43%,22/4/20,9
Armenia,16,22/4/21,54,25/4/19,60,-10.00%,23/4/20,14
Armenia,16,23/4/21,32,26/4/19,62,-48.39%,24/4/20,12
Armenia,16,24/4/21,50,27/4/19,59,-15.25%,25/4/20,5
Armenia,16,25/4/21,48,28/4/19,64,-25.00%,26/4/20,6
Armenia,17,26/4/21,54,29/4/19,68,-20.59%,27/4/20,16
Armenia,17,27/4/21,41,30/4/19,77,-46.75%,28/4/20,10
Armenia,17,28/4/21,41,1/5/19,59,-30.51%,29/4/20,7
Armenia,17,29/4/21,63,2/5/19,61,3.28%,30/4/20,13
Armenia,17,30/4/21,49,3/5/19,56,-12.50%,1/5/20,8
Armenia,17,1/5/21,52,4/5/19,57,-8.77%,2/5/20,5
Armenia,17,2/5/21,48,5/5/19,52,-7.69%,3/5/20,5
Armenia,18,3/5/21,51,6/5/19,63,-19.05%,4/5/20,6
Armenia,18,4/5/21,42,7/5/19,57,-26.32%,5/5/20,9
Armenia,18,5/5/21,53,8/5/19,56,-5.36%,6/5/20,7
Armenia,18,6/5/21,58,9/5/19,60,-3.33%,7/5/20,3
Armenia,18,7/5/21,37,10/5/19,57,-35.09%,8/5/20,4
Armenia,18,8/5/21,46,11/5/19,56,-17.86%,9/5/20,6
Armenia,18,9/5/21,52,12/5/19,58,-10.34%,10/5/20,9
Armenia,19,10/5/21,54,13/5/19,60,-10.00%,11/5/20,1
Armenia,19,11/5/21,44,14/5/19,59,-25.42%,12/5/20,6
Armenia,19,12/5/21,51,15/5/19,60,-15.00%,13/5/20,6
Armenia,19,13/5/21,58,16/5/19,63,-7.94%,14/5/20,8
Armenia,19,14/5/21,44,17/5/19,59,-25.42%,15/5/20,13
Armenia,19,15/5/21,46,18/5/19,60,-23.33%,16/5/20,1
Armenia,19,16/5/21,48,19/5/19,58,-17.24%,17/5/20,7
Armenia,20,17/5/21,50,20/5/19,59,-15.25%,18/5/20,5
Armenia,20,18/5/21,43,21/5/19,68,-36.76%,19/5/20,7
Armenia,20,19/5/21,48,22/5/19,51,-5.88%,20/5/20,8
Armenia,20,20/5/21,51,23/5/19,60,-15.00%,21/5/20,5
Armenia,20,21/5/21,41,24/5/19,68,-39.71%,22/5/20,8
Armenia,20,22/5/21,47,25/5/19,63,-25.40%,23/5/20,10
Armenia,20,23/5/21,45,26/5/19,63,-28.57%,24/5/20,7
Armenia,21,24/5/21,48,27/5/19,66,-27.27%,25/5/20,7
Armenia,21,25/5/21,42,28/5/19,70,-40.00%,26/5/20,7
Armenia,21,26/5/21,45,29/5/19,65,-30.77%,27/5/20,10
Armenia,21,27/5/21,59,30/5/19,67,-11.94%,28/5/20,7
Armenia,21,28/5/21,37,31/5/19,72,-48.61%,29/5/20,9
Armenia,21,29/5/21,54,1/6/19,76,-28.95%,30/5/20,7
Armenia,21,30/5/21,52,2/6/19,77,-32.47%,31/5/20,11
Armenia,22,31/5/21,59,3/6/19,74,-20.27%,1/6/20,4
Armenia,22,1/6/21,38,4/6/19,91,-58.24%,2/6/20,13
Armenia,22,2/6/21,53,5/6/19,62,-14.52%,3/6/20,4
Armenia,22,3/6/21,64,6/6/19,70,-8.57%,4/6/20,19
Armenia,22,4/6/21,45,7/6/19,76,-40.79%,5/6/20,11
Armenia,22,5/6/21,54,8/6/19,78,-30.77%,6/6/20,4
Armenia,22,6/6/21,56,9/6/19,83,-32.53%,7/6/20,9
Armenia,23,7/6/21,58,10/6/19,72,-19.44%,8/6/20,10
Armenia,23,8/6/21,40,11/6/19,83,-51.81%,9/6/20,7
Armenia,23,9/6/21,46,12/6/19,69,-33.33%,10/6/20,8
Armenia,23,10/6/21,61,13/6/19,75,-18.67%,11/6/20,7
Armenia,23,11/6/21,58,14/6/19,76,-23.68%,12/6/20,6
Armenia,23,12/6/21,57,15/6/19,78,-26.92%,13/6/20,12
Armenia,23,13/6/21,54,16/6/19,78,-30.77%,14/6/20,11
Armenia,24,14/6/21,61,17/6/19,70,-12.86%,15/6/20,9
Armenia,24,15/6/21,50,18/6/19,88,-43.18%,16/6/20,10
Armenia,24,16/6/21,42,19/6/19,70,-40.00%,17/6/20,7
Armenia,24,17/6/21,65,20/6/19,73,-10.96%,18/6/20,17
Armenia,24,18/6/21,67,21/6/19,78,-14.10%,19/6/20,14
Armenia,24,19/6/21,57,22/6/19,76,-25.00%,20/6/20,15
Armenia,24,20/6/21,60,23/6/19,76,-21.05%,21/6/20,5
Armenia,25,21/6/21,69,24/6/19,78,-11.54%,22/6/20,7
Armenia,25,22/6/21,53,25/6/19,84,-36.90%,23/6/20,24
Armenia,25,23/6/21,49,26/6/19,60,-18.33%,24/6/20,18
Armenia,25,24/6/21,70,27/6/19,73,-4.11%,25/6/20,10
Armenia,25,25/6/21,76,28/6/19,73,4.11%,26/6/20,13
Armenia,25,26/6/21,63,29/6/19,76,-17.11%,27/6/20,7
Armenia,25,27/6/21,67,30/6/19,77,-12.99%,28/6/20,11
Armenia,26,28/6/21,66,1/7/19,79,-16.46%,29/6/20,7
Armenia,26,29/6/21,39,2/7/19,89,-56.18%,30/6/20,12
Armenia,26,30/6/21,53,3/7/19,72,-26.39%,1/7/20,11
Armenia,26,1/7/21,79,4/7/19,78,1.28%,2/7/20,6
Armenia,26,2/7/21,89,5/7/19,79,12.66%,3/7/20,14
Armenia,26,3/7/21,79,6/7/19,77,2.60%,4/7/20,5
Armenia,26,4/7/21,54,7/7/19,79,-31.65%,5/7/20,7
Armenia,27,5/7/21,90,8/7/19,86,4.65%,6/7/20,4
Armenia,27,6/7/21,65,9/7/19,102,-36.27%,7/7/20,8
Armenia,27,7/7/21,66,10/7/19,92,-28.26%,8/7/20,8
Armenia,27,8/7/21,87,11/7/19,96,-9.38%,9/7/20,11
Armenia,27,9/7/21,90,12/7/19,103,-12.62%,10/7/20,10
Armenia,27,10/7/21,80,13/7/19,99,-19.19%,11/7/20,8
Armenia,27,11/7/21,70,14/7/19,96,-27.08%,12/7/20,6
Armenia,28,12/7/21,95,15/7/19,101,-5.94%,13/7/20,6
Armenia,28,13/7/21,69,16/7/19,112,-38.39%,14/7/20,10
Armenia,28,14/7/21,79,17/7/19,92,-14.13%,15/7/20,8
Armenia,28,15/7/21,82,18/7/19,96,-14.58%,16/7/20,16
Armenia,28,16/7/21,87,19/7/19,107,-18.69%,17/7/20,18
Armenia,28,17/7/21,69,20/7/19,96,-28.13%,18/7/20,6
Armenia,28,18/7/21,65,21/7/19,97,-32.99%,19/7/20,10
Armenia,29,19/7/21,89,22/7/19,97,-8.25%,20/7/20,13
Armenia,29,20/7/21,65,23/7/19,112,-41.96%,21/7/20,14
Armenia,29,21/7/21,69,24/7/19,91,-24.18%,22/7/20,14
Armenia,29,22/7/21,81,25/7/19,93,-12.90%,23/7/20,12
Armenia,29,23/7/21,86,26/7/19,107,-19.63%,24/7/20,9
Armenia,29,24/7/21,83,27/7/19,99,-16.16%,25/7/20,13
Armenia,29,25/7/21,64,28/7/19,99,-35.35%,26/7/20,10
Armenia,30,26/7/21,86,29/7/19,101,-14.85%,27/7/20,9
Armenia,30,27/7/21,79,30/7/19,112,-29.46%,28/7/20,8
Armenia,30,28/7/21,80,31/7/19,90,-11.11%,29/7/20,11
Armenia,30,29/7/21,89,1/8/19,102,-12.75%,30/7/20,11
Armenia,30,30/7/21,92,2/8/19,101,-8.91%,31/7/20,7
Armenia,30,31/7/21,94,3/8/19,96,-2.08%,1/8/20,12
Armenia,30,1/8/21,71,4/8/19,100,-29.00%,2/8/20,10
Armenia,31,2/8/21,97,5/8/19,95,2.11%,3/8/20,11
Armenia,31,3/8/21,78,6/8/19,100,-22.00%,4/8/20,18
Armenia,31,4/8/21,72,7/8/19,85,-15.29%,5/8/20,9
Armenia,31,5/8/21,98,8/8/19,101,-2.97%,6/8/20,12
Armenia,31,6/8/21,94,9/8/19,114,-17.54%,7/8/20,11
Armenia,31,7/8/21,92,10/8/19,100,-8.00%,8/8/20,20
Armenia,31,8/8/21,72,11/8/19,101,-28.71%,9/8/20,7
Armenia,32,9/8/21,106,12/8/19,104,1.92%,10/8/20,13
Armenia,32,10/8/21,85,13/8/19,115,-26.09%,11/8/20,17
Armenia,32,11/8/21,83,14/8/19,96,-13.54%,12/8/20,13
Armenia,32,12/8/21,97,15/8/19,95,2.11%,13/8/20,23
Armenia,32,13/8/21,90,16/8/19,107,-15.89%,14/8/20,17
Armenia,32,14/8/21,94,17/8/19,91,3.30%,15/8/20,15
Armenia,32,15/8/21,76,18/8/19,99,-23.23%,16/8/20,8
Armenia,33,16/8/21,108,19/8/19,97,11.34%,17/8/20,14
Armenia,33,17/8/21,94,20/8/19,115,-18.26%,18/8/20,12
Armenia,33,18/8/21,75,21/8/19,90,-16.67%,19/8/20,16
Armenia,33,19/8/21,102,22/8/19,100,2.00%,20/8/20,16
Armenia,33,20/8/21,94,23/8/19,109,-13.76%,21/8/20,17
Armenia,33,21/8/21,84,24/8/19,103,-18.45%,22/8/20,23
Armenia,33,22/8/21,84,25/8/19,95,-11.58%,23/8/20,6
Armenia,34,23/8/21,96,26/8/19,101,-4.95%,24/8/20,16
Armenia,34,24/8/21,90,27/8/19,102,-11.76%,25/8/20,22
Armenia,34,25/8/21,77,28/8/19,91,-15.38%,26/8/20,14
Armenia,34,26/8/21,104,29/8/19,94,10.64%,27/8/20,13
Armenia,34,27/8/21,103,30/8/19,103,0.00%,28/8/20,25
Armenia,34,28/8/21,91,31/8/19,100,-9.00%,29/8/20,25
Armenia,34,29/8/21,86,1/9/19,99,-13.13%,30/8/20,13
Armenia,35,30/8/21,96,2/9/19,97,-1.03%,31/8/20,19
Armenia,35,31/8/21,93,3/9/19,95,-2.11%,1/9/20,17
Armenia,35,1/9/21,76,4/9/19,81,-6.17%,2/9/20,14
Armenia,35,2/9/21,91,5/9/19,93,-2.15%,3/9/20,17
Armenia,35,3/9/21,98,6/9/19,92,6.52%,4/9/20,25
Armenia,35,4/9/21,79,7/9/19,96,-17.71%,5/9/20,16
Armenia,35,5/9/21,71,8/9/19,88,-19.32%,6/9/20,23
Armenia,36,6/9/21,84,9/9/19,91,-7.69%,7/9/20,21
Armenia,36,7/9/21,71,10/9/19,96,-26.04%,8/9/20,27
Armenia,36,8/9/21,70,11/9/19,86,-18.60%,9/9/20,20
Armenia,36,9/9/21,93,12/9/19,86,8.14%,10/9/20,16
Armenia,36,10/9/21,81,13/9/19,91,-10.99%,11/9/20,16
Armenia,36,11/9/21,74,14/9/19,102,-27.45%,12/9/20,16
Armenia,36,12/9/21,73,15/9/19,96,-23.96%,13/9/20,21
Armenia,37,13/9/21,83,16/9/19,91,-8.79%,14/9/20,12
Armenia,37,14/9/21,65,17/9/19,95,-31.58%,15/9/20,21
Armenia,37,15/9/21,61,18/9/19,79,-22.78%,16/9/20,17
Armenia,37,16/9/21,86,19/9/19,88,-2.27%,17/9/20,25
Armenia,37,17/9/21,81,20/9/19,88,-7.95%,18/9/20,29
Armenia,37,18/9/21,72,21/9/19,94,-23.40%,19/9/20,22
Armenia,37,19/9/21,77,22/9/19,89,-13.48%,20/9/20,24
Armenia,38,20/9/21,86,23/9/19,87,-1.15%,21/9/20,23
Armenia,38,21/9/21,55,24/9/19,96,-42.71%,22/9/20,20
Armenia,38,22/9/21,56,25/9/19,77,-27.27%,23/9/20,17
Armenia,38,23/9/21,83,26/9/19,80,3.75%,24/9/20,21
Armenia,38,24/9/21,80,27/9/19,85,-5.88%,25/9/20,25
Armenia,38,25/9/21,65,28/9/19,92,-29.35%,26/9/20,23
Armenia,38,26/9/21,69,29/9/19,90,-23.33%,27/9/20,29
Armenia,39,27/9/21,80,30/9/19,81,-1.23%,28/9/20,21
Armenia,39,28/9/21,67,1/10/19,93,-27.96%,29/9/20,21
Armenia,39,29/9/21,58,2/10/19,76,-23.68%,30/9/20,16
Armenia,39,30/9/21,80,3/10/19,77,3.90%,1/10/20,19
Armenia,39,1/10/21,69,4/10/19,83,-16.87%,2/10/20,22
Armenia,39,2/10/21,71,5/10/19,90,-21.11%,3/10/20,20
Armenia,39,3/10/21,68,6/10/19,87,-21.84%,4/10/20,26
Armenia,40,4/10/21,82,7/10/19,81,1.23%,5/10/20,17
Armenia,40,5/10/21,58,8/10/19,87,-33.33%,6/10/20,24
Armenia,40,6/10/21,63,9/10/19,71,-11.27%,7/10/20,25
Armenia,40,7/10/21,73,10/10/19,86,-15.12%,8/10/20,27
Armenia,40,8/10/21,62,11/10/19,83,-25.30%,9/10/20,35
Armenia,40,9/10/21,61,12/10/19,87,-29.89%,10/10/20,23
Armenia,40,10/10/21,69,13/10/19,84,-17.86%,11/10/20,37
Armenia,41,11/10/21,77,14/10/19,85,-9.41%,12/10/20,16
Armenia,41,12/10/21,66,15/10/19,88,-25.00%,13/10/20,25
Armenia,41,13/10/21,62,16/10/19,78,-20.51%,14/10/20,15
Armenia,41,14/10/21,68,17/10/19,85,-20.00%,15/10/20,31
Armenia,41,15/10/21,66,18/10/19,81,-18.52%,16/10/20,29
Armenia,41,16/10/21,59,19/10/19,81,-27.16%,17/10/20,20
Armenia,41,17/10/21,65,20/10/19,78,-16.67%,18/10/20,24
Armenia,42,18/10/21,72,21/10/19,87,-17.24%,19/10/20,27
Armenia,42,19/10/21,69,22/10/19,79,-12.66%,20/10/20,25
Armenia,42,20/10/21,58,23/10/19,74,-21.62%,21/10/20,27
Armenia,42,21/10/21,67,24/10/19,76,-11.84%,22/10/20,19
Armenia,42,22/10/21,68,25/10/19,80,-15.00%,23/10/20,34
Armenia,42,23/10/21,63,26/10/19,89,-29.21%,24/10/20,28
Armenia,42,24/10/21,66,27/10/19,77,-14.29%,25/10/20,28
Armenia,43,25/10/21,68,28/10/19,75,-9.33%,26/10/20,33
Armenia,43,26/10/21,70,29/10/19,78,-10.26%,27/10/20,22
Armenia,43,27/10/21,54,30/10/19,72,-25.00%,28/10/20,27
Armenia,43,28/10/21,67,31/10/19,69,-2.90%,29/10/20,30
Armenia,43,29/10/21,69,1/11/19,66,4.55%,30/10/20,39
Armenia,43,30/10/21,70,2/11/19,82,-14.63%,31/10/20,23
Armenia,43,31/10/21,72,3/11/19,71,1.41%,1/11/20,25
Armenia,44,1/11/21,58,4/11/19,74,-21.62%,2/11/20,25
Armenia,44,2/11/21,58,5/11/19,70,-17.14%,3/11/20,28
Armenia,44,3/11/21,57,6/11/19,74,-22.97%,4/11/20,29
Armenia,44,4/11/21,69,7/11/19,62,11.29%,5/11/20,29
Armenia,44,5/11/21,66,8/11/19,66,0.00%,6/11/20,32
Armenia,44,6/11/21,71,9/11/19,79,-10.13%,7/11/20,28
Armenia,44,7/11/21,71,10/11/19,72,-1.39%,8/11/20,30
Armenia,45,8/11/21,59,11/11/19,69,-14.49%,9/11/20,21
Armenia,45,9/11/21,60,12/11/19,66,-9.09%,10/11/20,23
Armenia,45,10/11/21,54,13/11/19,59,-8.47%,11/11/20,31
Armenia,45,11/11/21,64,14/11/19,69,-7.25%,12/11/20,27
Armenia,45,12/11/21,61,15/11/19,63,-3.17%,13/11/20,17
Armenia,45,13/11/21,73,16/11/19,80,-8.75%,14/11/20,23
Armenia,45,14/11/21,70,17/11/19,66,6.06%,15/11/20,18
Armenia,46,15/11/21,55,18/11/19,62,-11.29%,16/11/20,30
Armenia,46,16/11/21,62,19/11/19,59,5.08%,17/11/20,25
Armenia,46,17/11/21,56,20/11/19,66,-15.15%,18/11/20,18
Armenia,46,18/11/21,69,21/11/19,75,-8.00%,19/11/20,19
Armenia,46,19/11/21,62,22/11/19,68,-8.82%,20/11/20,20
Armenia,46,20/11/21,71,23/11/19,80,-11.25%,21/11/20,22
Armenia,46,21/11/21,63,24/11/19,73,-13.70%,22/11/20,24
Armenia,47,22/11/21,57,25/11/19,72,-20.83%,23/11/20,18
Armenia,47,23/11/21,59,26/11/19,68,-13.24%,24/11/20,19
Armenia,47,24/11/21,63,27/11/19,70,-10.00%,25/11/20,16
Armenia,47,25/11/21,67,28/11/19,66,1.52%,26/11/20,22
Armenia,47,26/11/21,61,29/11/19,70,-12.86%,27/11/20,20
Armenia,47,27/11/21,57,30/11/19,69,-17.39%,28/11/20,18
Armenia,47,28/11/21,61,1/12/19,70,-12.86%,29/11/20,19
Armenia,48,29/11/21,56,2/12/19,74,-24.32%,30/11/20,18
Armenia,48,30/11/21,50,3/12/19,65,-23.08%,1/12/20,19
Armenia,48,1/12/21,64,4/12/19,60,6.67%,2/12/20,18
Armenia,48,2/12/21,56,5/12/19,58,-3.45%,3/12/20,17
Armenia,48,3/12/21,52,6/12/19,68,-23.53%,4/12/20,17
Armenia,48,4/12/21,61,7/12/19,68,-10.29%,5/12/20,23
Armenia,48,5/12/21,62,8/12/19,68,-8.82%,6/12/20,26
Armenia,49,6/12/21,49,9/12/19,64,-23.44%,7/12/20,25
Armenia,49,7/12/21,45,10/12/19,63,-28.57%,8/12/20,25
Armenia,49,8/12/21,55,11/12/19,62,-11.29%,9/12/20,13
Armenia,49,9/12/21,54,12/12/19,64,-15.63%,10/12/20,19
Armenia,49,10/12/21,54,13/12/19,64,-15.63%,11/12/20,24
Armenia,49,11/12/21,56,14/12/19,73,-23.29%,12/12/20,23
Armenia,49,12/12/21,61,15/12/19,69,-11.59%,13/12/20,25
Armenia,50,13/12/21,45,16/12/19,63,-28.57%,14/12/20,24
Armenia,50,14/12/21,44,17/12/19,61,-27.87%,15/12/20,30
Armenia,50,15/12/21,58,18/12/19,64,-9.38%,16/12/20,18
Armenia,50,16/12/21,58,19/12/19,65,-10.77%,17/12/20,20
Armenia,50,17/12/21,53,20/12/19,74,-28.38%,18/12/20,33
Armenia,50,18/12/21,66,21/12/19,77,-14.29%,19/12/20,28
Armenia,50,19/12/21,76,22/12/19,76,0.00%,20/12/20,35
Armenia,51,20/12/21,54,23/12/19,75,-28.00%,21/12/20,25
Armenia,51,21/12/21,54,24/12/19,73,-26.03%,22/12/20,30
Armenia,51,22/12/21,64,25/12/19,73,-12.33%,23/12/20,15
Armenia,51,23/12/21,71,26/12/19,78,-8.97%,24/12/20,24
Armenia,51,24/12/21,64,27/12/19,81,-20.99%,25/12/20,30
Armenia,51,25/12/21,73,28/12/19,93,-21.51%,26/12/20,25
Armenia,51,26/12/21,72,29/12/19,101,-28.71%,27/12/20,42
Armenia,52,27/12/21,70,30/12/19,103,-32.04%,28/12/20,34
Armenia,52,28/12/21,73,31/12/19,85,-14.12%,29/12/20,42
Armenia,52,29/12/21,79,1/1/20,73,8.22%,30/12/20,32
Armenia,52,30/12/21,97,2/1/20,76,27.63%,31/12/20,26
Armenia,52,31/12/21,57,3/1/20,72,-20.83%,1/1/21,14
Austria,53,1/1/21,123,4/1/19,860,-85.70%,3/1/20,945
Austria,53,2/1/21,236,5/1/19,793,-70.24%,4/1/20,972
Austria,53,3/1/21,310,6/1/19,883,-64.89%,5/1/20,929
Austria,1,4/1/21,252,7/1/19,839,-69.96%,6/1/20,867
Austria,1,5/1/21,137,8/1/19,748,-81.68%,7/1/20,777
Austria,1,6/1/21,187,9/1/19,842,-77.79%,8/1/20,912
Austria,1,7/1/21,159,10/1/19,780,-79.62%,9/1/20,903
Austria,1,8/1/21,273,11/1/19,929,-70.61%,10/1/20,960
Austria,1,9/1/21,237,12/1/19,888,-73.31%,11/1/20,910
Austria,1,10/1/21,243,13/1/19,822,-70.44%,12/1/20,924
Austria,2,11/1/21,229,14/1/19,809,-71.69%,13/1/20,874
Austria,2,12/1/21,129,15/1/19,723,-82.16%,14/1/20,789
Austria,2,13/1/21,189,16/1/19,853,-77.84%,15/1/20,878
Austria,2,14/1/21,160,17/1/19,832,-80.77%,16/1/20,893
Austria,2,15/1/21,235,18/1/19,925,-74.59%,17/1/20,961
Austria,2,16/1/21,115,19/1/19,872,-86.81%,18/1/20,868
Austria,2,17/1/21,194,20/1/19,838,-76.85%,19/1/20,859
Austria,3,18/1/21,172,21/1/19,847,-79.69%,20/1/20,871
Austria,3,19/1/21,131,22/1/19,743,-82.37%,21/1/20,764
Austria,3,20/1/21,233,23/1/19,832,-72.00%,22/1/20,886
Austria,3,21/1/21,179,24/1/19,838,-78.64%,23/1/20,926
Austria,3,22/1/21,257,25/1/19,929,-72.34%,24/1/20,998
Austria,3,23/1/21,83,26/1/19,861,-90.36%,25/1/20,915
Austria,3,24/1/21,191,27/1/19,871,-78.07%,26/1/20,923
Austria,4,25/1/21,225,28/1/19,820,-72.56%,27/1/20,862
Austria,4,26/1/21,142,29/1/19,767,-81.49%,28/1/20,743
Austria,4,27/1/21,194,30/1/19,864,-77.55%,29/1/20,842
Austria,4,28/1/21,184,31/1/19,834,-77.94%,30/1/20,883
Austria,4,29/1/21,233,1/2/19,927,-74.87%,31/1/20,978
Austria,4,30/1/21,113,2/2/19,911,-87.60%,1/2/20,948
Austria,4,31/1/21,200,3/2/19,848,-76.42%,2/2/20,884
Austria,5,1/2/21,219,4/2/19,867,-74.74%,3/2/20,876
Austria,5,2/2/21,137,5/2/19,753,-81.81%,4/2/20,720
Austria,5,3/2/21,210,6/2/19,844,-75.12%,5/2/20,803
Austria,5,4/2/21,220,7/2/19,870,-74.71%,6/2/20,932
Austria,5,5/2/21,249,8/2/19,960,-74.06%,7/2/20,992
Austria,5,6/2/21,99,9/2/19,945,-89.52%,8/2/20,980
Austria,5,7/2/21,180,10/2/19,854,-78.92%,9/2/20,857
